""	"ASV_name"	"size"	"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"consensus_taxonomy"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"log10P"	"significant"	"local_OTU_size"	"local_sample_count"
"ASV_11092"	"ASV_11092"	46974	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.207064345124249	13.522246916484	0.196578043132604	0.657497245645629	0.796554134379877	0.18210606215898	"FALSE"	44989	191
"ASV_06670"	"ASV_06670"	2635	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces graevenitzii"	0.128291825312295	9.59479093249948	0.194224961379376	0.65942323767431	0.797055151959544	0.180835752649485	"FALSE"	2497	26
"ASV_18900"	"ASV_18900"	23124	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.180592793232628	12.7951929902307	0.18764104514662	0.66488725006637	0.80182055099537	0.177251995036143	"FALSE"	22939	169
"ASV_15352"	"ASV_15352"	3328	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-0.427848665996589	9.61987993722234	0.185401930264106	0.666771426650738	0.802256944851458	0.176023019392621	"FALSE"	3328	38
"ASV_01854"	"ASV_01854"	1440	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	-0.23760780241338	8.65677416318506	0.176606838797341	0.674305633570133	0.803266947627571	0.171143211941035	"FALSE"	1407	28
"ASV_14296"	"ASV_14296"	19829	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.310831013942444	11.8079197786587	0.176412699590259	0.674474409439197	0.803266947627571	0.171034523457133	"FALSE"	18246	59
"ASV_09812"	"ASV_09812"	8997	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	-0.175287015133787	10.7308739611708	0.175959214834705	0.674869074717478	0.803266947627571	0.170780472565783	"FALSE"	7319	74
"ASV_13411"	"ASV_13411"	3544	"Bacteria"	"Fusobacteria"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	NA	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	0.282856796145016	10.1530316132373	0.175767462088459	0.675036135988488	0.803266947627571	0.170672977924034	"FALSE"	3463	52
"ASV_11108"	"ASV_11108"	31319	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.291273408935337	12.8903190547928	0.175542819587946	0.675231988233423	0.803266947627571	0.170546991761265	"FALSE"	30526	118
"ASV_10811"	"ASV_10811"	15432	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.23448154209901	12.1148231418621	0.172389333698334	0.677997002914564	0.804739685891836	0.168772225927249	"FALSE"	14845	137
"ASV_06983"	"ASV_06983"	1603	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Peptostreptococcaceae"	"Filifactor"	"Filifactor villosus"	"Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Filifactor;Filifactor villosus"	0.450528920158732	9.552679938683	0.16429911863397	0.685228874417074	0.811495768129883	0.1641643448662	"FALSE"	1524	27
"ASV_19035"	"ASV_19035"	4209	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.36577568457664	9.86819008418517	0.162109118806654	0.687222079547626	0.812031470676231	0.162902895638319	"FALSE"	4100	58
"ASV_06701"	"ASV_06701"	2317	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces"	0.0472606155030229	9.37077516377769	0.158711030364394	0.690346022630254	0.813897883503677	0.160933172956606	"FALSE"	2265	28
"ASV_05512"	"ASV_05512"	3013	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	NA	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae"	-0.498350375154698	9.28220428167764	0.15283142360996	0.695844101127326	0.816365280090575	0.157488050050494	"FALSE"	3013	26
"ASV_14107"	"ASV_14107"	2171	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.174849670437814	9.36435375611189	0.152761085002624	0.695910608255529	0.816365280090575	0.157446543197866	"FALSE"	2131	30
"ASV_12259"	"ASV_12259"	7939	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	NA	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae"	-0.168352626674967	10.6965405996221	0.151520948141979	0.697086102544134	0.816365280090575	0.156713575488366	"FALSE"	7582	70
"ASV_20453"	"ASV_20453"	7390	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.416775306413059	10.6801710279771	0.142016832541913	0.706284183380115	0.822936689307846	0.151020519287062	"FALSE"	7346	49
"ASV_01683"	"ASV_01683"	3358	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-0.403306754444693	9.71075013191298	0.140697364184803	0.707588719872878	0.822936689307846	0.150219099074938	"FALSE"	3205	40
"ASV_09854"	"ASV_09854"	3171	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.361487498557669	9.56252539990087	0.139696553811063	0.708582865359892	0.822936689307846	0.149609353794573	"FALSE"	2501	41
"ASV_14128"	"ASV_14128"	2137	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.164306380746778	9.15921145625057	0.139334445873679	0.708943561566911	0.822936689307846	0.149388337279104	"FALSE"	2038	28
"ASV_11100"	"ASV_11100"	50929	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.194585693608004	13.5543209467055	0.135386068785351	0.712911665623106	0.824666893700785	0.146964278716255	"FALSE"	48117	160
"ASV_12260"	"ASV_12260"	4082	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	NA	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae"	-0.273152095664667	9.70455215953367	0.134743377386371	0.713563763809408	0.824666893700785	0.146567212411635	"FALSE"	3730	43
"ASV_18889"	"ASV_18889"	5164	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.311249143772454	10.4235147934172	0.125911381521547	0.722709506631372	0.833408993423923	0.14103623246839	"FALSE"	5164	40
"ASV_06786"	"ASV_06786"	7280	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	-0.286418501792483	10.7324771059218	0.117862961952767	0.731363937504894	0.841547587478339	0.135866457901107	"FALSE"	6941	71
"ASV_17433"	"ASV_17433"	4695	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	0.138892222687554	10.8910209160445	0.115744853290323	0.733696164407447	0.841954363146033	0.134483751309627	"FALSE"	4695	71
"ASV_19132"	"ASV_19132"	26690	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.204606737368013	12.721606801661	0.114648482125631	0.734912726844735	0.841954363146033	0.13376423166433	"FALSE"	26666	102
"ASV_06738"	"ASV_06738"	1994	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.321658491620238	9.13469306876175	0.107507795055639	0.742999512874012	0.845785105239929	0.129011470971858	"FALSE"	1994	28
"ASV_09818"	"ASV_09818"	7410	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.149968877251779	10.5330748634607	0.103824323328581	0.747287685649373	0.845785105239929	0.126512174305573	"FALSE"	6119	62
"ASV_16675"	"ASV_16675"	2282	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas gingivalis"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis"	0.154678303881167	9.91631342441156	0.103386239678606	0.747803245183303	0.845785105239929	0.126212654503886	"FALSE"	2282	29
"ASV_19128"	"ASV_19128"	18146	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.254655676480096	12.1705413552091	0.103259675085752	0.747952417283683	0.845785105239929	0.126126029900832	"FALSE"	18124	80
"ASV_10804"	"ASV_10804"	43053	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.102507981046889	13.4346835814865	0.102837417182741	0.748450831538556	0.845785105239929	0.125836724770322	"FALSE"	40598	272
"ASV_15301"	"ASV_15301"	2907	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	NA	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	-0.555307180301081	9.90192915447	0.10040491429065	0.751344261134386	0.845785105239929	0.12416102644012	"FALSE"	2907	33
"ASV_18968"	"ASV_18968"	24975	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.15646227886179	12.943270568625	0.0994660175771287	0.752471377186415	0.845785105239929	0.123510015290818	"FALSE"	24553	156
"ASV_11379"	"ASV_11379"	26220	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	0.137737090247678	12.8932956206525	0.0984313650535569	0.753720239933939	0.845785105239929	0.122789822298065	"FALSE"	24614	193
"ASV_09999"	"ASV_09999"	10078	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.0390530885836639	10.6475036634416	0.0962974025309649	0.756318971071597	0.845785105239929	0.121295005873391	"FALSE"	6327	53
"ASV_19144"	"ASV_19144"	18011	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.3429729091335	11.8541561898636	0.0958695053614917	0.756843852499925	0.845785105239929	0.120993712299998	"FALSE"	17994	69
"ASV_19597"	"ASV_19597"	2558	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	NA	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae"	-0.236010115077042	9.53627252332923	0.0948380992747531	0.75811432897151	0.845785105239929	0.120265294767298	"FALSE"	2558	37
"ASV_04535"	"ASV_04535"	12537	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Porphyromonadaceae"	"Porphyromonas"	"Porphyromonas catoniae"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas catoniae"	-0.188181043934061	11.8402762459558	0.0942258844511912	0.75887202977521	0.845785105239929	0.119831453944079	"FALSE"	11992	108
"ASV_09807"	"ASV_09807"	1491	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	0.192245271391965	8.93623463571527	0.0940258225840864	0.759120217795989	0.845785105239929	0.11968944177105	"FALSE"	1491	28
"ASV_12420"	"ASV_12420"	2648	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Selenomonas"	"Selenomonas sputigena"	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;Selenomonas sputigena"	-0.262238571113032	9.36981180023308	0.0926292059558875	0.760860901445451	0.845936065531124	0.118694732528137	"FALSE"	2585	36
"ASV_01619"	"ASV_01619"	2988	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Alloprevotella"	"Alloprevotella rava"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella rava"	0.245511298212699	9.54798876472653	0.0897805845360864	0.7644562824364	0.848144128092596	0.116647345882159	"FALSE"	2841	32
"ASV_06903"	"ASV_06903"	7277	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	0.151713721398094	10.5421644139851	0.0794572425619435	0.778034290394021	0.861395107221952	0.109001261878268	"FALSE"	6751	74
"ASV_06667"	"ASV_06667"	8442	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces graevenitzii"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces graevenitzii"	-0.209261877982841	11.1616681778264	0.0780807184430046	0.779915409017949	0.861667548328006	0.107952499090228	"FALSE"	7847	89
"ASV_18960"	"ASV_18960"	8324	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.235702317898918	11.6271225030257	0.0761277782106902	0.78261517463236	0.862841416383376	0.106451735536786	"FALSE"	8225	79
"ASV_06897"	"ASV_06897"	9250	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	"Actinomyces"	"Actinomyces odontolyticus"	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces odontolyticus"	-0.11116230142506	10.9082639204628	0.0667144078022375	0.796182081975034	0.875966507726186	0.098987600410464	"FALSE"	8666	96
"ASV_10800"	"ASV_10800"	8576	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.179461701543203	11.2559521859619	0.0607554873460856	0.805305822097472	0.884158683844516	0.0940391610892879	"FALSE"	8576	88
"ASV_14302"	"ASV_14302"	6217	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.0206385114748876	10.4348481261025	0.0556023422183358	0.813586712674737	0.89132442030105	0.089596152832562	"FALSE"	6197	23
"ASV_18969"	"ASV_18969"	13226	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.110707884153785	11.7774845581737	0.0546173535673233	0.815215124449917	0.89132442030105	0.0887277715872421	"FALSE"	13005	83
"ASV_18888"	"ASV_18888"	6814	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.211523860544204	10.8165044182621	0.0515626676371284	0.8203660877111	0.895099230276915	0.0859923007955593	"FALSE"	6814	55
"ASV_17324"	"ASV_17324"	3310	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Actinomycetales"	"Micrococcaceae"	"Rothia"	NA	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae;Rothia"	0.0534691192742948	10.4983695488263	0.0502095666488174	0.822699012678573	0.89579004066448	0.0847590238904808	"FALSE"	3286	48
"ASV_01780"	"ASV_01780"	5780	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella melaninogenica"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica"	-0.185784398614675	10.2606420289091	0.0475741662205849	0.827339487236638	0.898985380976718	0.0823162471826876	"FALSE"	5778	51
"ASV_09237"	"ASV_09237"	2526	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Bifidobacterium"	NA	"Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium"	-0.151268625097082	8.78176063073855	0.0463363544559314	0.829565543179951	0.899549467604597	0.0811492950924816	"FALSE"	1589	30
"ASV_01811"	"ASV_01811"	2492	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	NA	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	0.314957693212862	9.13954533063029	0.0441457695451248	0.833582642763784	0.902049389602698	0.0790513370272651	"FALSE"	2378	28
"ASV_09413"	"ASV_09413"	4749	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-0.229370290337081	10.4843104066719	0.0358783314963063	0.849766970543339	0.917678675156433	0.0707001534413055	"FALSE"	4738	48
"ASV_09994"	"ASV_09994"	14232	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	NA	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae"	0.109555029431072	11.4698069221649	0.0302992635010639	0.86181293607508	0.928784084481733	0.0645869913060633	"FALSE"	10236	95
"ASV_11832"	"ASV_11832"	2758	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Lactobacillaceae"	"Lactobacillus"	NA	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus"	-0.0182699155769201	9.18274322306756	0.0295186586426084	0.863586943511892	0.928796569858708	0.0636939323447581	"FALSE"	2556	24
"ASV_18897"	"ASV_18897"	15209	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	0.104686164518518	12.0378931121514	0.02812794294627	0.866808382297274	0.930362561040047	0.0620768975738974	"FALSE"	15178	123
"ASV_18887"	"ASV_18887"	4543	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.221942721748656	10.0573065873701	0.0256973268810157	0.87264171995532	0.932957055119474	0.0591640277539016	"FALSE"	4543	37
"ASV_14430"	"ASV_14430"	2702	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.049605208953317	10.0790846480673	0.0254978860116211	0.873132703496807	0.932957055119474	0.0589197448207456	"FALSE"	2688	43
"ASV_05220"	"ASV_05220"	1453	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Campylobacter"	NA	"Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter"	-0.172788772502578	8.47643202843554	0.0242476918402446	0.876256330061785	0.932957055119474	0.0573688316775264	"FALSE"	1414	23
"ASV_10807"	"ASV_10807"	40971	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.0489040477368108	13.4325740851882	0.0242277121511734	0.876306911355104	0.932957055119474	0.0573437630511133	"FALSE"	37887	275
"ASV_05542"	"ASV_05542"	2395	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pasteurellales"	"Pasteurellaceae"	"Haemophilus"	NA	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus"	-0.333470558606101	9.15337837668068	0.0227894917299523	0.880005779987124	0.933193105983017	0.0555144753404342	"FALSE"	2378	23
"ASV_02930"	"ASV_02930"	15383	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola"	0.0790640439931944	11.678042095061	0.021878093224899	0.882411861647414	0.933193105983017	0.0543286626107098	"FALSE"	14259	110
"ASV_19292"	"ASV_19292"	5417	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	-0.0673012058591677	9.96761369002366	0.0217334326883645	0.882798442232308	0.933193105983017	0.0541384418566781	"FALSE"	5417	38
"ASV_02928"	"ASV_02928"	9799	"Bacteria"	"Bacteroidetes"	"Bacteroidia"	"Bacteroidales"	"Prevotellaceae"	"Prevotella"	"Prevotella histicola"	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola"	0.0185547260810461	10.7150656280896	0.0214307117862234	0.883611688587335	0.933193105983017	0.0537385478307006	"FALSE"	8804	59
"ASV_11380"	"ASV_11380"	6468	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	0.0457940028985352	10.4618138201692	0.0188312132783892	0.890851474274963	0.938957453885811	0.0501946969503961	"FALSE"	6370	51
"ASV_19291"	"ASV_19291"	12190	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	0.0637436813441345	11.9909523869816	0.01632132918553	0.89834289652565	0.943099979133691	0.0465578619469466	"FALSE"	12133	110
"ASV_18971"	"ASV_18971"	3720	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.327357104534705	10.0900142538933	0.0163155200668044	0.898360890939493	0.943099979133691	0.0465491628228149	"FALSE"	3720	28
"ASV_20455"	"ASV_20455"	13799	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.0433880227480958	11.8706526514823	0.0150473825757445	0.902370184369422	0.945370244828938	0.0446152628484936	"FALSE"	13640	102
"ASV_14289"	"ASV_14289"	7950	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	-0.0525634120972934	10.6614745794683	0.014512911759013	0.904111201885739	0.945370244828938	0.0437781498396481	"FALSE"	7222	31
"ASV_14168"	"ASV_14168"	1935	"Bacteria"	NA	NA	NA	NA	NA	NA	"Bacteria"	0.0548195514102881	9.41471568788268	0.0126470495622328	0.910459396067173	0.948878465420635	0.0407394177517401	"FALSE"	1926	25
"ASV_19288"	"ASV_19288"	6607	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Megasphaera"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera"	-0.00541876079315495	10.6079774773775	0.0124751743196043	0.9110673690756	0.948878465420635	0.0404495078392827	"FALSE"	6520	50
"ASV_09410"	"ASV_09410"	3543	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Neisseriales"	"Neisseriaceae"	"Neisseria"	NA	"Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria"	-0.13928749570598	10.0718787765071	0.0117934734314531	0.9135215376747	0.949557890245694	0.0392812090306437	"FALSE"	3532	34
"ASV_18891"	"ASV_18891"	8089	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.124808589394908	11.1960882790933	0.00794003068443772	0.928996993685168	0.962052469824447	0.0319856914186886	"FALSE"	8020	74
"ASV_18966"	"ASV_18966"	18789	"Bacteria"	"Firmicutes"	"Negativicutes"	"Selenomonadales"	"Veillonellaceae"	"Veillonella"	NA	"Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella"	-0.0441791420494369	12.5693502746159	0.00789613995175387	0.929192992676742	0.962052469824447	0.0318940740044955	"FALSE"	18508	126
